cnfname,dataset,cnf_basename,train_test,BINARY+,Basic-featuretime,CG-coeff-variation,CG-entropy,CG-featuretime,CG-max,CG-mean,CG-min,DIAMETER-coeff-variation,DIAMETER-entropy,DIAMETER-featuretime,DIAMETER-max,DIAMETER-mean,DIAMETER-min,HORNY-VAR-coeff-variation,HORNY-VAR-entropy,HORNY-VAR-max,HORNY-VAR-mean,HORNY-VAR-min,KLB-featuretime,LPSLack-coeff-variation,LPSLack-max,LPSLack-mean,LPSLack-min,LP_OBJ,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-entropy,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-VAR-entropy,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-stdev,Pre-featuretime,SP-bias-coeff-variation,SP-bias-max,SP-bias-mean,SP-bias-min,SP-bias-q10,SP-bias-q25,SP-bias-q50,SP-bias-q75,SP-bias-q90,SP-unconstraint-coeff-variation,SP-unconstraint-max,SP-unconstraint-mean,SP-unconstraint-min,SP-unconstraint-q10,SP-unconstraint-q25,SP-unconstraint-q50,SP-unconstraint-q75,SP-unconstraint-q90,TRINARY+,UNARY,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-entropy,VCG-CLAUSE-max,VCG-CLAUSE-mean,VCG-CLAUSE-min,VCG-VAR-coeff-variation,VCG-VAR-entropy,VCG-VAR-max,VCG-VAR-mean,VCG-VAR-min,VG-coeff-variation,VG-max,VG-mean,VG-min,cl-featuretime,cl-num-coeff-variation,cl-num-max,cl-num-mean,cl-num-min,cl-num-q10,cl-num-q25,cl-num-q50,cl-num-q75,cl-num-q90,cl-size-coeff-variation,cl-size-max,cl-size-mean,cl-size-min,cl-size-q10,cl-size-q25,cl-size-q50,cl-size-q75,cl-size-q90,cluster-coeff-coeff-variation,cluster-coeff-entropy,cluster-coeff-max,cluster-coeff-mean,cluster-coeff-min,gsat_BestAvgImprovement_CoeffVariance,gsat_BestAvgImprovement_Mean,gsat_BestSolution_CoeffVariance,gsat_BestSolution_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,horn-clauses-fraction,lobjois-featuretime,lobjois-log-num-nodes-over-vars,lobjois-mean-depth-over-vars,lpIntRatio,lpTIME,ls-gsat-featuretime,ls-saps-featuretime,nclauses,nclausesOrig,nvars,nvarsOrig,reducedClauses,reducedVars,saps_BestAvgImprovement_CoeffVariance,saps_BestAvgImprovement_Mean,saps_BestSolution_CoeffVariance,saps_BestSolution_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,sp-featuretime,unit-featuretime,vars-clauses-ratio,vars-reduced-depth-1,vars-reduced-depth-16,vars-reduced-depth-256,vars-reduced-depth-4,vars-reduced-depth-64
sc14-app_orig/blocks-blocks-37-1.130-NOTKNOWN_features_preprocessed.txt,sc14-app,blocks-blocks-37-1.130-NOTKNOWN.cnf,train,0.961165268,0.7,-0.0,-512.0,20.28,0.0,-1.0,-1.0,0.003344818,0.376770161,2.22,99.0,98.875,98.0,2.188131428,1.7909778980000002,0.0005968659999999999,4.759e-06,5.61e-07,260.0,0.0,0.0,0.0,0.0,-512.0,0.501130116,0.646119609,1.0,0.79095127,0.0,1.711286035,0.99408284,0.426367586,0.0,0.326308937,13.02,0.100630908,0.999808435,0.961167209,0.00014387299999999998,0.948046082,0.961814765,0.983566818,0.991888049,0.994524727,1.203374593,0.5,0.035376986,-0.0,0.008569774,0.010346096,0.014198415,0.057627768,0.07334165599999999,0.997827997,0.0,3.372097033,0.17799184199999998,0.003485839,5.4039999999999986e-06,4.9510000000000005e-06,1.921449542,1.866018253,0.000597427,5.4039999999999986e-06,8.42e-07,0.709395881,0.000794372,0.000129654,5.61e-07,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,0.6416390000000001,26.8606,0.8800040000000001,738348.0,0.6437,2.1842799999999998,0.0,0.0,0.0,0.0,0.0,0.961157132,2.12,0.335078959,0.212429359,0.0,60.44,4.7,4.74,7128902.0,10223027.0,403920.0,559571.0,0.434025464,0.38535106,0.0,52.9048,0.0,1576360.0,0.0,9.7302,0.0,0.0,0.0,0.0,0.0,33.78,1.92,0.056659497,0.010613488,0.826797386,0.826797386,0.826797386,0.826797386
sc14-app_orig/6s10_features_preprocessed.txt,sc14-app,6s10.cnf,train,0.26154314,0.0,-0.0,-512.0,20.04,0.0,-1.0,-1.0,0.10499694,1.299202647,2.02,11.0,9.357471263999999,7.0,1.861115824,2.451592737,0.019302671,0.000121685,1.7889e-05,0.22,0.0,0.0,0.0,0.0,-512.0,0.779792085,1.595348802,1.0,0.482115901,0.0,3.0956376960000003,1.0,0.159878233,0.0,0.13887519,0.42,0.649110551,1.0,0.33981940200000005,0.0,0.059622543,0.154861873,0.312726695,0.51070169,0.654839395,0.879465953,0.379861184,0.073769658,-0.0,0.0033728190000000004,0.026065124,0.056266214,0.111807742,0.147834551,0.725970053,0.0,0.57898696,1.422462004,0.0043940590000000005,0.0002904,0.00017576200000000002,1.592207608,2.993935677,0.034168769,0.0002904,5.3668e-05,1.358127383,0.025653411,0.000319856,5.3668e-05,2.0,0.513390648,1024.0,489.965517241,42.0,68.0,338.0,476.0,688.0,851.0,0.367756277,38.995299646999996,17.53499346,5.214285714,12.668316832,13.423809524000001,15.777096115,19.861578266,25.033942559,-0.0,-0.0,0.0,-1.0,-1.0,0.352127,0.44065,0.0551672,514.466,0.007195100000000001,0.8992370000000001,0.0127559,2919.71,2923.0,2874.0,2961.0,0.531208072,2.0,0.588457593,0.115040494,0.0,27.66,2.38,2.18,55899.0,99184.0,11379.0,33903.0,0.774343012,1.979435803,0.49380799999999997,0.592028,1.12268,149.917,0.0261853,0.85496,0.015529900000000001,2914.88,2925.5,2854.0,2958.0,1.0,0.1,0.20356357,0.0,0.348976184,0.38948941,8.788100000000001e-05,0.38948941
sc14-app_orig/SAT_dat.k85-24_1_rule_3_features_preprocessed.txt,sc14-app,SAT_dat.k85-24_1_rule_3.cnf,train,0.516064874,0.38,-0.0,-512.0,20.16,0.0,-1.0,-1.0,0.014652458,0.63903186,2.02,44.0,43.7,42.0,1.652662969,3.055379903,0.000128769,4.175e-06,0.0,291.86,0.0,0.0,0.0,0.0,-512.0,1.119779296,1.801265225,1.0,0.301640759,0.0,3.525375583,1.0,0.19520899,0.0,0.167145194,24.04,0.503479637,1.0,0.5697065029999999,0.0,0.13727095,0.325964326,0.634909928,0.814546799,0.905692296,0.5224398610000001,1.0,0.27090247300000003,-0.0,0.078101459,0.164615508,0.261448363,0.379757424,0.5,0.703132828,0.0,0.6199041829999999,1.565426625,4.4323e-05,7.79e-06,4.666e-06,1.802959903,3.453134889,0.000273723,7.79e-06,3.520000000000001e-07,1.220461748,0.000207931,8.131e-06,3.520000000000001e-07,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,0.0,4.39141,0.0,99163.0,0.0,1.27229,0.0,0.0,0.0,0.0,0.0,0.6773497270000001,2.02,0.019566943,0.003829417,0.0,60.68,3.54,3.6,2842288.0,5395102.0,428670.0,1376701.0,0.898154585,2.211563674,0.0,28.7175,0.0,363473.0,0.0,4.7872,0.0,0.0,0.0,0.0,0.0,9.0,0.16,0.150818636,0.0,0.000828143,0.000886463,0.000394243,0.000886463
sc14-app_orig/minandmaxor128_features_preprocessed.txt,sc14-app,minandmaxor128.cnf,train,0.282872142,0.06,-0.0,-512.0,20.02,0.0,-1.0,-1.0,0.076035954,0.6887461890000001,2.02,7.0,6.546875,6.0,1.89642622,1.975472102,0.000895062,1.7295e-05,2.514e-06,9.34,0.0,0.0,0.0,0.0,-512.0,0.719227152,1.476989369,1.0,0.495854389,0.0,2.293486481,0.976923077,0.161938033,0.0,0.18718878,6.14,0.7133691459999999,1.0,0.32065832,6.48e-06,0.017172837,0.146586224,0.314912906,0.520190909,0.534444275,0.75291861,0.453049721,0.060930732,-0.0,0.022554494,0.023426895,0.033937344,0.100375214,0.132583529,0.778801623,0.0,0.879236637,1.385115099,0.003325582,4.4506e-05,2.5981e-05,2.505437385,2.28662329,0.001780066,4.4506e-05,1.76e-05,2.874620368,0.001915834,3.9658e-05,1.2571e-05,2.0,0.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,0.0,42.148337596,42.148337596,42.148337596,42.148337596,42.148337596,42.148337596,42.148337596,42.148337596,-0.0,-0.0,0.0,-1.0,-1.0,0.8798889999999999,1.4114,0.54265,7404.0,0.218158,1.06551,1.41421,10071.5,10071.5,0.0,0.0,0.536156968,2.02,0.675137965,0.201600713,0.0,61.48,2.36,2.36,397738.0,746444.0,76979.0,249327.0,0.876722868,2.238896322,0.0,3.05095,0.0,18625.0,0.0,1.52446,0.0,0.0,0.0,0.0,0.0,3.24,1.44,0.19354198,0.0,0.000103924,0.001597838,1.2991e-05,0.00046766
sc14-app_orig/6s167-opt_features_preprocessed.txt,sc14-app,6s167-opt.cnf,train,0.241600791,-0.0,0.791876666,3.960139628,0.14,0.048913043,0.007459644,0.001235178,0.108408509,0.947115738,0.1,7.0,5.784409257,4.0,0.941891285,2.240526632,0.01729249,0.002057728,0.0,-0.0,0.0,0.0,0.0,0.0,-512.0,0.760941109,1.463779133,1.0,0.434864954,0.0,2.014668398,0.666666667,0.078234332,0.0,0.092846434,0.02,0.766983509,0.8309575570000001,0.297947165,0.0,0.052201701,0.084315007,0.238034603,0.452567635,0.738265843,1.200317904,0.427444904,0.055352661,0.0,0.013791962,0.025759241,0.03253001,0.058504466,0.10291869999999999,0.678853755,0.0,0.387836971,1.169860356,0.02919708,0.003825144,0.00243309,0.681409753,2.404278722,0.028656126,0.003825144,0.001976285,0.984900675,0.019762846,0.002202283,0.001235178,2.0,0.4352350820000001,2768.0,1208.411764706,610.0,707.0,839.0,1100.0,1423.0,1794.0,0.184763099,50.448198198,36.577333678,22.721311475,26.306930693,34.507664563,35.420909091,41.458453757,47.97932330800001,0.5575039039999999,3.524854803,1.0,0.273726973,0.017714837,0.329437,0.42123,0.171543,36.582,0.0230065,0.8472430000000001,0.052666099999999993,167.327,167.0,156.0,179.0,0.5993083,2.0,0.986330286,0.317150469,0.0,60.04,2.62,2.28,4048.0,13523.0,822.0,4640.0,2.340662055,4.644768856000001,0.224827,0.81482,0.31743000000000005,26.4295,0.0271127,0.8307549999999999,0.0540256,167.53900000000002,167.0,156.0,179.0,0.06,0.0,0.203063241,0.0,0.010948905,0.03892944,0.0,0.03892944
sc14-app_orig/atco_enc3_opt2_18_44_features_preprocessed.txt,sc14-app,atco_enc3_opt2_18_44.cnf,train,0.121311418,0.02,-0.0,-512.0,20.04,0.0,-1.0,-1.0,0.069122027,0.7307717990000001,2.02,9.0,7.456140351,7.0,2.17009675,2.508933135,0.0031887770000000003,3.2952e-05,0.0,3.06,0.0,0.0,0.0,0.0,-512.0,0.707469503,1.771939064,1.0,0.373595567,0.0,2.756057556,0.969924812,0.17478114100000006,0.0,0.150078787,2.74,0.4054417870000001,0.999995617,0.600638861,0.0,0.175631927,0.506531061,0.654297439,0.764200703,0.8671752779999999,0.792839195,0.463221647,0.07699412,-0.0,0.0007633830000000001,0.023130707,0.073529367,0.120081707,0.149317279,0.463094375,0.0,0.382099793,1.629411724,0.000944396,9.0721e-05,4.6068e-05,1.75794402,2.8551203710000004,0.006453827,9.0721e-05,2.0535e-05,1.607859995,0.004054177,7.336199999999999e-05,1.4668e-05,1.98,0.360298938,439.0,303.842105263,42.0,71.0,237.0,342.0,379.0,420.0,0.149428359,14.139240505999998,10.998546013,6.595238095,9.619047619,9.982843137,10.912328767,12.269047619,13.126760563,-0.0,-0.0,0.0,-1.0,-1.0,1.33568,0.81109,0.994102,2929.0,0.200569,0.9849389999999999,0.559116,9513.6,11828.0,0.0,11939.0,0.468418783,2.0,0.076788088,0.01943188,0.0,62.1,2.38,2.26,340883.0,799867.0,43414.0,269048.0,1.346456115,5.197263556,1.29469,6.0127,1.33781,14400.0,1.1173799999999998,4.16383,1.41421,5994.5,5994.5,0.0,0.0,2.92,0.16,0.12735748,0.0,0.0,0.000714055,0.0,0.000714055
sc14-app_orig/atco_enc3_opt2_18_44_features_preprocessed.txt,sc14-app,atco_enc3_opt2_18_44.cnf,train,0.121311418,0.02,-0.0,-512.0,20.04,0.0,-1.0,-1.0,0.069122027,0.7307717990000001,2.02,9.0,7.456140351,7.0,2.17009675,2.508933135,0.0031887770000000003,3.2952e-05,0.0,3.06,0.0,0.0,0.0,0.0,-512.0,0.707469503,1.771939064,1.0,0.373595567,0.0,2.756057556,0.969924812,0.17478114100000006,0.0,0.150078787,2.74,0.4054417870000001,0.999995617,0.600638861,0.0,0.175631927,0.506531061,0.654297439,0.764200703,0.8671752779999999,0.792839195,0.463221647,0.07699412,-0.0,0.0007633830000000001,0.023130707,0.073529367,0.120081707,0.149317279,0.463094375,0.0,0.382099793,1.629411724,0.000944396,9.0721e-05,4.6068e-05,1.75794402,2.8551203710000004,0.006453827,9.0721e-05,2.0535e-05,1.607859995,0.004054177,7.336199999999999e-05,1.4668e-05,1.98,0.360298938,439.0,303.842105263,42.0,71.0,237.0,342.0,379.0,420.0,0.149428359,14.139240505999998,10.998546013,6.595238095,9.619047619,9.982843137,10.912328767,12.269047619,13.126760563,-0.0,-0.0,0.0,-1.0,-1.0,1.33568,0.81109,0.994102,2929.0,0.200569,0.9849389999999999,0.559116,9513.6,11828.0,0.0,11939.0,0.468418783,2.0,0.076788088,0.01943188,0.0,62.1,2.38,2.26,340883.0,799867.0,43414.0,269048.0,1.346456115,5.197263556,1.29469,6.0127,1.33781,14400.0,1.1173799999999998,4.16383,1.41421,5994.5,5994.5,0.0,0.0,2.92,0.16,0.12735748,0.0,0.0,0.000714055,0.0,0.000714055
sc14-app_orig/itox_vc1130_features_preprocessed.txt,sc14-app,itox_vc1130.cnf,train,0.092798891,0.04,-0.0,-512.0,20.76,0.0,-1.0,-1.0,0.044945079000000006,0.959080699,2.02,18.0,16.481308411,15.0,3.872079674,1.6833261309999998,0.012146876,2.5134e-05,0.0,2.9,0.0,0.0,0.0,0.0,-512.0,0.68246403,1.24141783,1.0,0.3979242120000001,0.0,1.782978695,1.0,0.088371456,0.0,0.096443596,2.68,0.8117123079999999,1.0,0.195007097,0.0,0.054563257,0.14876194,0.155980685,0.191878195,0.393419125,0.988055602,1.0,0.064577955,-0.0,0.025085218,0.038340713,0.050474925,0.061674629,0.121699603,0.8308189659999999,0.0,0.762084031,1.017896268,0.001711503,8.1844e-05,4.8211e-05,5.242446859,2.082672607,0.043002266,8.1844e-05,3.5414000000000003e-05,2.831603988,0.014883843,6.5775e-05,2.0236e-05,2.0,0.597876644,700.0,313.842105263,27.0,40.0,90.0,342.0,419.0,580.0,0.413359907,23.592592593000003,11.201752095,3.75,4.6,8.786743516,10.353221957,14.861290322999999,16.367307692,-0.0,-0.0,0.0,-1.0,-1.0,0.134292,0.23318699999999998,0.0183686,2113.6,0.00595714,0.828094,0.00555928,7977.2,7966.0,7919.0,8003.0,0.357966043,2.0,0.185313289,0.050550702,0.0,64.42,2.22,2.14,197664.0,441729.0,41484.0,152428.0,1.234746843,2.6743804840000003,1.3262200000000002,5.86909,1.27453,11126.5,1.16969,4.58706,1.41421,4002.0,4002.0,0.0,0.0,2.58,0.14,0.209871297,0.001590975,0.002314145,0.005038087,0.001735609,0.004218494000000001
sc14-app_orig/complete-400-0.1-7-9876543214007_features_preprocessed.txt,sc14-app,complete-400-0.1-7-9876543214007.cnf,train,0.681473662,0.02,-0.0,-512.0,22.82,0.0,-1.0,-1.0,0.0,-0.0,2.02,3.0,3.0,3.0,0.221142747,4.297612104,0.003293571,0.002134883,0.001182308,0.16,0.0,0.0,0.0,0.0,-512.0,0.72641806,1.4832891330000002,1.0,0.639049981,0.0,3.2507148710000004,0.851926978,0.443779597,0.0,0.363993853,0.46,0.175591571,0.999991316,0.883079167,0.223908388,0.644349472,0.778733681,0.97781443,0.998648835,0.999663677,1.621388984,0.00690981,0.000481293,0.0,1.8e-08,1.1416e-05,0.000206051,0.000657567,0.001227647,0.681473662,0.0,1.282207144,1.6412550259999998,0.08125,0.017946796,0.0025,0.92246996,5.271226561000001,0.046954502,0.017946796,0.00120342,0.017779998999999998,0.009606249,0.009222686,0.008191703,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-1.0,-1.0,0.29015,21.4052,1.8495599999999999,27.1667,0.00529789,1.0008700000000001,0.320641,357.667,396.5,336.0,406.0,0.689918716,2.0,0.8270863540000001,0.544704969,0.0,96.38,2.1,2.12,47365.0,47365.0,800.0,800.0,0.0,0.0,0.200508,18.715,1.7581,9.41667,0.00427006,0.9983,0.321982,352.75,393.5,338.0,406.0,3.72,0.24,0.016890109,0.1075,0.9875,0.9875,0.2975,0.9875
sc14-app_orig/UCG-20-5p1_features_preprocessed.txt,sc14-app,UCG-20-5p1.cnf,train,0.517375364,0.1,-0.0,-512.0,20.04,0.0,-1.0,-1.0,0.01023379,0.194908687,2.02,22.0,21.048780488,21.0,0.8471908640000001,2.718782307,5.513100000000001e-05,1.2941e-05,3.596000000000001e-06,23.4,0.0,0.0,0.0,0.0,-512.0,0.911555847,1.399944193,1.0,0.400247122,0.0,2.86110922,0.84,0.221257797,0.0,0.148078982,4.2,0.5955116979999999,1.0,0.572320799,0.0,0.045671601,0.237098468,0.7757514040000001,0.87468709,0.8998875679999999,1.084910311,0.088934272,0.019474214,-0.0,9.34e-07,0.001835333,0.005975832,0.036604625,0.052168365,0.869874432,0.0,0.430320797,1.08255163,8.2476e-05,2.3064e-05,1.6495e-05,0.747414895,2.993225568,8.03e-05,2.3064e-05,8.39e-06,0.655778738,8.988799999999999e-05,2.524e-05,5.992999999999998e-06,1.98,1.205265282,25.0,4.941176471,0.0,1.0,1.0,2.0,7.0,15.0,1.877829829,144.0,17.718197946,0.0,1.0,2.0,5.777777778,17.16,40.666666667,-0.0,-0.0,0.0,-1.0,-1.0,0.8967930000000001,3.9020699999999997,1.2808700000000002,47482.0,0.661139,1.7531400000000001,1.41421,22502.5,22502.5,0.0,0.0,0.695340562,2.0,0.710415392,0.128869509,0.0,61.8,2.46,2.42,834371.0,1204430.0,121248.0,224986.0,0.443518531,0.855585247,0.0,6.1631599999999995,0.0,86674.0,0.0,2.40422,0.0,0.0,0.0,0.0,0.0,3.86,1.76,0.145316652,0.001641264,0.058425706,0.591143771,0.006565056999999999,0.591143771
