cnfname,dataset,cnf_basename,train_test,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,DIAMETER-mean,DIAMETER-coeff-variation,DIAMETER-min,DIAMETER-max,DIAMETER-entropy,DIAMETER-featuretime,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,sp-featuretime,vars-reduced-depth-1,vars-reduced-depth-4,vars-reduced-depth-16,vars-reduced-depth-64,vars-reduced-depth-256,unit-featuretime,LP_OBJ,LPSLack-mean,LPSLack-coeff-variation,LPSLack-min,LPSLack-max,lpIntRatio,lpTIME,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime
random_test_preprocessed/unif-k3-r4.267-v5800-c24749-S3684502048400855422_preprocessedi_features_preprocessed.txt,random,unif-k3-r4.267-v5800-c24749-S3684502048400855422.cnf,test,5800.0,24749.0,5675.0,24614.0,0.022026432,0.005484684,0.06,0.230559844,0.495642047,0.587272001,0.0,1.0,0.696855036,0.000534261,0.059865017,0.000528634,0.001057269,0.142371376,0.0,0.0,0.969001381,0.0,0.000534261,0.289536924,4.0627e-05,0.00150321,2.7250129160000003,0.227410332,0.170566385,0.0,1.0,3.367753635,0.000263487,0.398783006,0.0,0.000853173,2.34995418,0.495287235,0.001078975,0.292452114,8.1255e-05,0.003047046,0.06,0.0008112519999999999,0.242802948,0.000162509,0.001990737,2.971100914,0.10121134,0.24365758,0.04,0.4,2.237252285,0.44,5.004379562,0.013195078999999998,5.0,6.0,0.028154512000000007,2.02,37.930232558,0.36875091,20.0,84.0,61.0,24.0,41.0,30.0,34.0,44.985475131,0.115802248,34.108108108,58.115384615,51.878378378,38.558139535,48.1875,41.630136986,44.826086957,1.98,0.3934004820000001,0.583529059,0.000186871,1.0,0.708232582,0.08758269,0.572427739,0.200191903,0.384553723,0.08767047,0.698382273,0.002417582,0.8913500240000001,0.167211104,0.025889623,0.11727083,0.043817856,0.074402476,0.18,0.0,0.0,0.0,0.0,0.0,0.04,-512.0,0.0,0.0,0.0,0.0,0.0,17.7,186.34900000000002,0.591873,1228.7,0.113317,1248.0,1207.0,1278.0,0.629289,0.37638,0.854039,0.09963469999999999,2.16,108.414,0.10461400000000001,1246.88,0.0183397,1246.5,1216.0,1277.0,0.0840157,0.23715300000000003,0.825836,0.0107464,2.64,0.24706785,0.343847936,2.0
random_test_preprocessed/unif-k7-r87.79-v129-c11325-S5858333993019335941_preprocessedi_features_preprocessed.txt,random,unif-k7-r87.79-v129-c11325-S5858333993019335941.cnf,test,129.0,11325.0,129.0,11325.0,0.0,0.0,0.02,0.011390728,0.312671082,0.679837024,0.14285714300000002,1.0,1.0028243490000002,0.054263566,0.0,0.054263566,0.054263566,-0.0,0.0,0.0,0.0,-0.0,0.054263566,0.036860537,0.050331126,0.059690949000000014,4.159783858,0.033185899,0.026445101,0.0,0.118466899,2.110231097,0.003267793,0.16088393199999998,0.002207506,0.004944812,3.027400237,0.060220751,0.011302428,0.0,0.011302428,0.011302428,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.2,2.0,0.0,2.0,2.0,-0.0,0.08,4221.0,0.028454936,4051.0,4367.0,4367.0,4051.0,4367.0,4173.0,4293.0,41.469445602,0.017141688000000002,40.594775941,42.453400504,42.453400504,40.594775941,42.453400504,41.039249568,41.790356394,1.98,0.066979948,0.7689026240000001,0.00013656,0.227982547,0.149350235,0.013287562,0.102010068,0.025853897,0.056170329000000005,7.484399999999999e-05,0.347471334,2.6781e-05,0.000146406,0.00010941,4.3284e-05,9.1836e-05,5.3053e-05,7.3987e-05,0.58,0.0,0.0,0.0,0.35658914700000005,0.35658914700000005,0.02,0.106905988,0.133639239,1.251304285,0.0,0.470852018,0.534883721,16.48,13.6505,0.227937,21.789,0.164882,22.0,17.0,26.0,1.7996900000000002,0.270677,0.872605,0.0770036,2.1,13.7669,0.231694,21.7467,0.162974,22.0,17.0,26.0,1.54569,0.405959,0.873582,0.0748196,2.08,0.645243882,0.728637765,2.0
random_test_preprocessed/unif-k5-r21.117-v360-c7602-S5411469687873588060_preprocessedi_features_preprocessed.txt,random,unif-k5-r21.117-v360-c7602-S5411469687873588060.cnf,test,360.0,7602.0,360.0,7602.0,0.0,0.0,0.0,0.047355959,0.376900816,0.650859651,0.2,1.0,0.835807291,0.013888889,0.0,0.013888889,0.013888889,-0.0,0.0,0.0,0.0,0.0,0.013888889,0.095319676,0.010128913,0.017758485,3.672707741,0.081009443,0.060248718,0.0,0.254545455,2.984849425,0.0026509840000000003,0.198321733,0.001183899,0.004340963,2.767070954,0.190870823,0.032752346,0.056215075,0.026966588,0.037095501,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,3.0,0.0,3.0,3.0,-0.0,0.12,242.453125,0.48542107,167.0,1004.0,257.0,191.0,243.0,200.0,215.0,40.195640352,0.062235438,37.181415929,53.744023903999995,41.979166667,38.06122449,41.030769231,38.850806452,39.843137255,2.0,0.167911898,0.6754242559999999,4.3905e-05,0.464393803,0.340500659,0.03092619,0.245409784,0.077669102,0.146031942,0.001937531,0.6488380779999999,0.00029372400000000004,0.008423922,0.003729619,0.0006591969999999999,0.002527225,0.001072219,0.001663327,0.1,0.0,0.0,0.0,0.002777778,0.16944444399999994,0.02,-512.0,0.0,0.0,0.0,0.0,0.0,60.58,25.0659,0.199391,70.4442,0.0946949,70.0,62.0,79.0,1.26525,0.219389,0.8597889999999999,0.0446475,2.12,22.4651,0.19605799999999998,70.8091,0.0948773,70.0,63.0,80.0,0.655519,0.427541,0.850225,0.0413389,2.24,0.501815383,0.670871795,2.0
random_test_preprocessed/unif-k4-r9.931-v1500-c14896-S496276358977925413_preprocessedi_features_preprocessed.txt,random,unif-k4-r9.931-v1500-c14896-S496276358977925413.cnf,test,1500.0,14896.0,1500.0,14896.0,0.0,0.0,0.04,0.100698174,0.374765038,0.885410087,0.0,1.0,0.976675958,0.002666667,0.0,0.002666667,0.002666667,-0.0,0.0,0.0,0.0,-0.0,0.002666667,0.159422826,0.001208378,0.004095059,3.249231581,0.129509323,0.098080098,0.0,0.6315789470000001,3.42832769,0.000810598,0.284132505,0.000201396,0.001678303,2.636586302,0.303974221,0.007689939,0.154495945,0.003558002,0.011479592,0.02,0.005325809,0.112834111,0.0031552090000000004,0.007787325,3.60748583,0.02960028,0.1468175,0.020431145,0.061038961,0.76820698,4.18,3.357571714,0.14274753199999998,3.0,4.0,0.652008237,1.1,51.4921875,0.28784671100000003,27.0,119.0,68.0,38.0,57.0,43.0,47.0,48.184184673999994,0.091345866,38.418604651,60.022727273,54.0,42.851851851999996,50.897435897,44.853658537,47.513513513999996,2.0,0.265007353,0.644611445,0.000286417,0.860001428,0.516713222,0.053866639,0.378692479,0.121221943,0.253509767,0.012810313,0.83004584,0.000437368,0.101197023,0.026631569,0.003631376,0.01643429,0.005706881,0.009809119,0.14,0.0,0.0,0.0,0.0,0.011333333,0.0,-512.0,0.0,0.0,0.0,0.0,0.0,61.34,78.2222,0.132933,315.942,0.0448754,316.0,297.0,334.0,0.909593,0.21264899999999998,0.8534229999999999,0.021776900000000002,2.24,58.0498,0.21941599999999997,314.51599999999996,0.0732013,316.0,297.0,331.0,0.227811,0.674741,0.8341129999999999,0.0395021,2.46,0.378560658,0.493590223,2.0
random_test_preprocessed/unif-k3-r4.267-v8000-c34136-S601239734522817421_preprocessedi_features_preprocessed.txt,random,unif-k3-r4.267-v8000-c34136-S601239734522817421.cnf,test,8000.0,34136.0,7819.0,33954.0,0.02314874,0.005360193,0.1,0.230282146,0.4942431920000001,0.586733876,0.0,1.0,0.6932644840000001,0.000387775,0.059422883,0.000383681,0.000639468,0.14264353300000002,0.0,0.0,0.968722389,0.02,0.000387775,0.287479877,5.8903e-05,0.001148613,2.717263603,0.22411560100000005,0.168041028,0.0,1.0,3.365882034,0.000191023,0.3941439470000001,0.0,0.0007068389999999999,2.331412097,0.495169936,0.000783611,0.290470739,0.000117806,0.002326677,0.12,0.000588331,0.240658285,0.000147258,0.001619839,2.962658625,0.100946909,0.239933378,0.036363636,0.333333333,2.226310365,0.6,5.0,0.0,5.0,5.0,-0.0,2.02,24.927152318,0.318471526,13.0,63.0,36.0,17.0,28.0,20.0,23.0,48.724455147,0.13829197,33.541666667,66.642857143,58.5,40.925925926,53.045454545,43.684210526,48.238095238,1.96,0.395502375,0.574649141,4.1431e-05,1.0,0.710982593,0.08842840099999999,0.572202754,0.207873065,0.386836291,0.087472946,0.6729644709999999,0.00133864,0.76074221,0.168016319,0.025780369,0.117763372,0.043682839,0.073676098,0.24,0.0,0.0,0.0,0.0,0.0,0.04,-512.0,0.0,0.0,0.0,0.0,0.0,23.7,240.542,0.126493,1721.58,0.0163099,1726.0,1681.0,1756.0,0.59263,0.227367,0.8459059999999999,0.010922399999999999,2.18,241.0,2.53185,1670.19,0.17008199999999998,1723.0,1658.0,1753.0,0.203568,3.87457,1.1386100000000001,1.6802599999999999,2.62,0.23329887,0.315015371,2.0
random_test_preprocessed/unif-k4-r9.931-v1350-c13407-S5137793542187515315_preprocessedi_features_preprocessed.txt,random,unif-k4-r9.931-v1350-c13407-S5137793542187515315.cnf,test,1350.0,13407.0,1350.0,13407.0,0.0,0.0,0.04,0.100693667,0.369694935,0.896694895,0.0,1.0,0.974586056,0.002962963,0.0,0.002962963,0.002962963,-0.0,0.0,0.0,0.0,-0.0,0.002962963,0.15982494,0.001491758,0.00462445,3.243926182,0.127969213,0.097983881,0.0,0.568627451,3.411468332,0.00092931,0.280811593,0.000223764,0.002088461,2.655122646,0.313642127,0.008515397,0.154729155,0.004475274,0.013202059,0.02,0.005917006,0.112935981,0.003729395,0.008577609,3.607674229,0.030027814,0.144962081,0.019790105,0.055844156,0.796136691,3.66,3.199406968,0.124883937,3.0,4.0,0.499579207,0.88,57.943548387,0.238636609,36.0,112.0,73.0,45.0,64.0,49.0,55.0,46.503258131,0.090593594,35.428571429,58.990384615,52.276785714,41.660377358000005,48.567567568,43.5,46.458333333,2.0,0.26319694,0.654569208,0.000456614,0.811948242,0.507595359,0.05311568,0.384195353,0.122580366,0.243221435,0.012833081,0.82305211,0.00063528,0.110775203,0.026538494,0.003677313,0.01629519,0.005715476,0.009735535,0.14,0.0,0.0,0.0,0.0,0.017777778,0.02,-512.0,0.0,0.0,0.0,0.0,0.0,61.22,70.9776,0.285496,282.41,0.06213200000000001,283.0,266.0,298.0,0.9257780000000001,0.252354,0.8542620000000001,0.0757208,2.16,52.6761,0.139069,284.151,0.0487381,284.0,266.0,300.0,0.24557199999999998,0.344928,0.8326110000000001,0.021365799999999997,2.44,0.384847639,0.507234751,2.0
random_test_preprocessed/unif-k7-r87.79-v120-c10535-S6898596594662364707_preprocessedi_features_preprocessed.txt,random,unif-k7-r87.79-v120-c10535-S6898596594662364707.cnf,test,120.0,10535.0,120.0,10535.0,0.0,0.0,0.02,0.011390603,0.312794088,0.681312241,0.14285714300000002,1.0,1.004144591,0.058333333,0.0,0.058333333,0.058333333,-0.0,0.0,0.0,0.0,-0.0,0.058333333,0.035952737,0.053820598,0.06369245400000001,3.988041038,0.029350058,0.022739507000000003,0.0015948960000000002,0.122807018,1.990982566,0.003665559,0.154586677,0.002278121,0.005315615,3.0822709610000003,0.062838159,0.011295681,0.0,0.011295681,0.011295681,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.16,2.0,0.0,2.0,2.0,-0.0,0.08,4288.5,0.022130473,4184.0,4411.0,4411.0,4184.0,4411.0,4209.0,4350.0,39.158380344,0.006760901999999999,38.733428368,39.392643678,39.392643678,38.733428368,39.392643678,39.138145315,39.369304013000004,1.98,0.059703684000000014,0.741472716,0.003030205,0.230800648,0.118938252,0.011440398,0.087780186,0.027587234,0.051213501,7.2661e-05,0.33861270200000004,2.8157e-05,0.000143942,0.000112832,4.1018e-05,8.5025e-05,5.4874e-05,7.0205e-05,0.5,0.0,0.0,0.0,0.175,0.175,0.02,0.093716539,0.125775195,1.177516904,0.0,0.494625776,0.458333333,15.24,13.0258,0.21847199999999997,20.0595,0.167285,20.0,16.0,24.0,1.7866900000000001,0.273376,0.86923,0.0785294,2.08,12.9599,0.23677600000000001,20.2313,0.169188,20.0,16.0,25.0,1.5532,0.41520200000000007,0.8723860000000001,0.0816806,2.1,0.647768837,0.7534576340000001,2.0
random_test_preprocessed/unif-k3-r4.267-v10200-c43523-S3548651159523181192_preprocessedi_features_preprocessed.txt,random,unif-k3-r4.267-v10200-c43523-S3548651159523181192.cnf,test,10200.0,43523.0,9942.0,43199.0,0.025950513,0.007500174,0.14,0.230144216,0.494374098,0.5864395570000001,0.0,1.0,0.704338714,0.000305322,0.062993404,0.00030175,0.0006035,0.154657218,0.0,0.0,0.965624204,-0.0,0.000305322,0.283165889,4.6297e-05,0.000787055,2.710963345,0.226456531,0.169606294,0.0,1.0,3.383060516,0.000151738,0.391329729,0.0,0.000462974,2.341567919,0.499178222,0.000618155,0.286066508,9.2595e-05,0.001643557,0.18,0.0004619030000000001,0.238305856,0.000115743,0.001018542,2.957164892,0.100935265,0.240198493,0.044444444000000013,0.333333333,2.220559493,0.76,5.0,0.0,5.0,5.0,-0.0,2.02,17.777070064,0.399764851,9.0,49.0,27.0,11.0,21.0,13.0,16.0,55.290292181999995,0.161582693,32.68,81.125,67.083333333,43.208333333,60.666666667,48.555555556,54.5625,2.0,0.398284131,0.571747762,0.000114808,1.0,0.7129185140000001,0.090578467,0.574160288,0.21337601,0.391930086,0.088409965,0.67176589,0.001520144,0.810545402,0.169600188,0.026611878,0.11816731,0.044482398,0.07524442099999999,0.32,0.0,0.0,0.0,0.0,0.0,0.04,-512.0,0.0,0.0,0.0,0.0,0.0,45.88,344.452,0.763933,2119.26,0.186797,2186.0,2132.0,2249.0,0.650908,0.49882,0.8671280000000001,0.13298800000000002,2.14,170.96,0.0995027,2194.2,0.0178028,2187.0,2146.0,2232.0,0.0661354,0.247848,0.825767,0.00915778,2.58,0.23118111,0.305847235,2.0
random_test_preprocessed/unif-k7-r87.79-v153-c13432-S3058604733037400670_preprocessedi_features_preprocessed.txt,random,unif-k7-r87.79-v153-c13432-S3058604733037400670.cnf,test,153.0,13432.0,153.0,13432.0,0.0,0.0,0.02,0.011390709,0.31804645600000003,0.675559067,0.14285714300000002,1.0,1.017075788,0.045751634000000006,0.0,0.045751634000000006,0.045751634000000006,-0.0,0.0,0.0,0.0,-0.0,0.045751634000000006,0.040230004,0.039830256,0.050625372,4.143446442,0.028330729,0.021138332000000003,0.0,0.088186356,1.96374266,0.002987208,0.146222741,0.002010125,0.004243597,3.051817089,0.06529184,0.01131626,0.0,0.01131626,0.01131626,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.06,2.0,0.0,2.0,2.0,-0.0,0.12,4221.75,0.027957707,4092.0,4387.0,4387.0,4092.0,4387.0,4130.0,4278.0,46.767728067,0.018793574,45.649071359,48.062229314,48.062229314,45.649071359,48.062229314,46.40823244600001,46.951379149,1.98,0.057642711,0.7220931709999999,0.00015423799999999998,0.173317422,0.120867302,0.009880341,0.07923144,0.025198707,0.050190014000000005,7.328800000000001e-05,0.41854571,2.4071e-05,0.000225072,0.000113303,4.2506e-05,8.468e-05,5.2844e-05,6.5753e-05,0.66,0.0,0.0,0.0,0.039215686,0.15032679699999998,0.06,0.08552945199999999,0.137473209,1.183405406,0.0,0.498732816,0.411764706,40.7,16.3036,0.23856,25.4906,0.161743,25.0,20.0,31.0,1.73167,0.260534,0.86787,0.07368560000000002,2.08,16.410999999999998,0.273418,25.5458,0.159941,25.0,20.0,31.0,1.4686,0.414088,0.8697379999999999,0.0752395,2.06,0.6373870970000001,0.740975893,2.0
random_test_preprocessed/unif-k3-r4.267-v7800-c33283-S864529909542710517_preprocessedi_features_preprocessed.txt,random,unif-k3-r4.267-v7800-c33283-S864529909542710517.cnf,test,7800.0,33283.0,7649.0,33130.0,0.019741143,0.004618171,0.08,0.230878358,0.495567965,0.585855535,0.0,1.0,0.68409416,0.000395941,0.056001233,0.000392208,0.00065368,0.13042667800000002,0.0,0.0,0.97195895,-0.0,0.000395941,0.283122597,3.0184e-05,0.001056444,2.698943728,0.223697224,0.16820957600000006,0.0,1.0,3.365913412,0.000195871,0.388285324,0.0,0.000633867,2.318781453,0.49655901,0.000798875,0.285410231,6.0368e-05,0.002173257,0.12,0.000599147,0.239062774,0.000181105,0.001358286,2.950538679,0.101486967,0.23767304600000005,0.043478261,0.28571428600000004,2.225303124,0.58,5.0,0.0,5.0,5.0,-0.0,2.02,25.967105263,0.323331057,13.0,55.0,36.0,17.0,31.0,20.0,24.0,48.072475892,0.136151827,32.96969697,69.461538462,57.35,40.375,51.9,43.875,47.47826087,1.98,0.392645199,0.582399305,4.3888e-05,1.0,0.7031874140000001,0.083126147,0.572615828,0.204194842,0.385531596,0.08714759300000001,0.674726835,0.002741881,0.877027214,0.166848727,0.025638803,0.116463186,0.043738697,0.07427242099999999,0.24,0.0,0.0,0.0,0.0,0.0,0.02,-512.0,0.0,0.0,0.0,0.0,0.0,31.04,277.078,1.0995700000000002,1645.0,0.144372,1670.0,1638.0,1719.0,0.648428,0.5842430000000001,0.877127,0.25382899999999997,2.12,137.757,0.11241199999999998,1682.81,0.0159771,1684.0,1651.0,1711.0,0.070849,0.213299,0.823908,0.00995689,2.58,0.239550605,0.312465133,2.0
