,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,DIAMETER-mean,DIAMETER-coeff-variation,DIAMETER-min,DIAMETER-max,DIAMETER-entropy,DIAMETER-featuretime,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,sp-featuretime,vars-reduced-depth-1,vars-reduced-depth-4,vars-reduced-depth-16,vars-reduced-depth-64,vars-reduced-depth-256,unit-featuretime,LP_OBJ,LPSLack-mean,LPSLack-coeff-variation,LPSLack-min,LPSLack-max,lpIntRatio,lpTIME,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime,cnfname
0,2400.0,23834.0,2400.0,23834.0,0.0,0.0,0.04,0.100696484,0.37368884799999996,0.882401397,0.0,1.0,0.97180344,0.0016666670000000001,0.0,0.0016666670000000001,0.0016666670000000001,-0.0,0.0,0.0,0.0,-0.0,0.0016666670000000001,0.159561612,0.00067131,0.002517412,3.250304805,0.129367231,0.097682763,0.0,0.581395349,3.4391695,0.000524531,0.28237100600000004,4.1957e-05,0.001090879,2.669974077,0.314718469,0.004879024,0.15578307800000002,0.0019719729999999997,0.007342451999999999,0.02,0.003329929,0.112081864,0.0018880589999999999,0.00495091,3.602250652,0.027924678999999997,0.136082357,0.018420277,0.051851852000000004,0.605030796,6.42,3.972684877,0.041030192,3.0,4.0,0.12528166300000002,2.02,28.659863945999998,0.27135782399999997,15.0,56.0,40.0,20.0,32.0,23.0,27.0,57.230209151000004,0.11917304599999999,40.411764706,79.470588235,65.105263158,48.464285714,61.4,52.292682927,57.086956522,2.0,0.269667812,0.63817145,3.7535e-05,0.802166742,0.516912588,0.052305446,0.390161954,0.130244706,0.253236389,0.012958591,0.82400455,0.000705221,0.12732785800000002,0.02572425,0.0034365940000000003,0.01672806,0.005940722,0.010075935,0.2,0.0,0.0,0.0,0.0,0.0058333330000000004,0.02,-512.0,0.0,0.0,0.0,0.0,0.0,63.4,120.027,0.1182,502.864,0.0357106,501.5,481.0,528.0,0.841385,0.198854,0.851112,0.0165796,2.16,85.3828,0.128761,501.789,0.0334582,502.0,479.0,522.0,0.180419,0.45767,0.828517,0.0182071,2.38,0.369546946,0.48450424,2.0,random_train_preprocessed/unif-k4-r9.931-v2400-c23834-S3044879145899745647_preprocessedi_features_preprocessed.txt
0,2250.0,22345.0,2250.0,22345.0,0.0,0.0,0.04,0.10069366699999999,0.372432311,0.880908275,0.0,1.0,0.967731177,0.0017777779999999998,0.0,0.0017777779999999998,0.0017777779999999998,-0.0,0.0,0.0,0.0,-0.0,0.0017777779999999998,0.156692162,0.000939808,0.0028194229999999997,3.2361547589999997,0.12785970300000002,0.09666288699999999,0.0,0.5625,3.410810325,0.0005571619999999999,0.276326886,0.000134258,0.001163571,2.6415122159999997,0.31340344600000003,0.0051925109999999995,0.1538952,0.00277467,0.008100246,0.02,0.0035494240000000002,0.11151518699999999,0.002192884,0.005101812,3.5961289730000003,0.028159505,0.138603308,0.018647282,0.052036199000000005,0.630451258,6.02,3.951728248,0.054239533,3.0,4.0,0.193394733,2.02,31.286713286999998,0.265018562,18.0,69.0,41.0,23.0,36.0,26.0,30.0,56.696597344,0.11187565099999999,44.53488372100001,75.846153846,65.666666667,48.324324323999996,60.740740741,51.92,56.38095238100001,2.0,0.264303606,0.640632701,0.000218445,0.8304150640000001,0.5080388379999999,0.053921896,0.378971855,0.122846596,0.249363374,0.012611208999999998,0.79596395,0.000723553,0.081275346,0.025062627,0.003440898,0.016174646,0.0058424290000000005,0.009967377,0.2,0.0,0.0,0.0,0.0,0.0017777779999999998,0.02,-512.0,0.0,0.0,0.0,0.0,0.0,38.2,118.488,0.184399,468.004,0.0741167,469.0,450.0,492.0,0.866244,0.243374,0.852386,0.0437356,2.18,83.3806,0.114741,471.022,0.0317966,467.5,454.0,492.0,0.176469,0.276499,0.829714,0.0147593,2.32,0.371304411,0.45885640899999997,2.0,random_train_preprocessed/unif-k4-r9.931-v2250-c22345-S4886338036688793305_preprocessedi_features_preprocessed.txt
0,10000.0,42670.0,9773.0,42406.0,0.023227259,0.0062255340000000004,0.12,0.23046267,0.49685972100000003,0.586795117,0.0,1.0,0.706756113,0.000310465,0.062222699000000006,0.000306968,0.000511614,0.150048404,0.0,0.0,0.967150875,0.0,0.000310465,0.284401981,4.7163e-05,0.000825355,2.7088542089999996,0.22325091600000002,0.168701608,0.0,1.0,3.3690824619999997,0.000152017,0.397418991,0.0,0.00044805,2.335392853,0.492100175,0.00062824,0.287478919,9.4326e-05,0.001674291,0.16,0.00047065400000000004,0.238217049,9.4326e-05,0.001179078,2.955212051,0.100855554,0.238279018,0.039215686,0.4,2.218462874,0.76,5.001265823,0.007109376,5.0,6.0,0.009710633,2.02,19.00625,0.33341100100000004,9.0,40.0,29.0,12.0,23.0,15.0,18.0,53.373013762,0.161484184,32.764705882,79.8,64.846153846,44.421052632,59.222222222,47.592592593,52.307692308,2.0,0.38975526200000005,0.58214074,0.00010138299999999999,1.0,0.7016466929999999,0.083256996,0.5640595039999999,0.202851633,0.385152638,0.086132537,0.6805476890000001,0.002392553,0.795446165,0.166604268,0.024933686,0.11574817300000001,0.042592545,0.07258775599999999,0.32,0.0,0.0,0.0,0.0,0.0,0.04,-512.0,0.0,0.0,0.0,0.0,0.0,42.6,433.188,1.45612,2077.31,0.183405,2138.5,2087.0,2188.0,0.707753,0.824056,0.942269,0.579353,2.1,193.115,0.170145,2146.42,0.0168084,2150.0,2091.0,2171.0,0.0762274,0.75168,0.825372,0.00926576,2.54,0.235389978,0.304170357,2.0,random_train_preprocessed/unif-k3-r4.267-v10000-c42670-S6678138187305010036_preprocessedi_features_preprocessed.txt
0,117.0,10271.0,117.0,10271.0,0.0,0.0,0.02,0.011391296,0.310513651,0.684278976,0.14285714300000002,1.0,0.998584713,0.05982906,0.0,0.05982906,0.05982906,-0.0,0.0,0.0,0.0,-0.0,0.05982906,0.038312574,0.053451465,0.06542693,4.056830622,0.033347863,0.027113067999999997,0.0,0.129296236,2.149190613,0.003745505,0.1428853,0.002434038,0.005452244,2.9641015289999997,0.062603447,0.011293933999999999,0.0,0.011293933999999999,0.011293933999999999,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.16,2.0,0.0,2.0,2.0,-0.0,0.06,4287.0,0.025681755,4183.0,4453.0,4453.0,4183.0,4453.0,4192.0,4320.0,38.22596295,0.021561039,36.991650763,39.306085785,39.306085785,36.991650763,39.306085785,38.216203704,38.389911547,1.96,0.067098538,0.7788079640000001,5.8698999999999995e-05,0.24104651800000002,0.145078189,0.00715712,0.09657303699999999,0.023298272000000002,0.05880131,7.530199999999999e-05,0.37601930100000003,2.9385e-05,0.00018644099999999997,0.000110875,4.2055e-05,8.8736e-05,5.5078000000000004e-05,7.0827e-05,0.56,0.0,0.0,0.0,0.264957265,0.264957265,0.02,0.10023612400000001,0.12385432800000001,1.348948641,0.0,0.490067906,0.495726496,12.0,12.7381,0.223949,19.6994,0.168837,20.0,16.0,24.0,1.8375,0.27059,0.873474,0.0783675,2.08,12.7571,0.233333,19.5638,0.17014,19.0,15.0,24.0,1.58812,0.41009,0.871576,0.0775841,2.08,0.650133787,0.743321131,2.0,random_train_preprocessed/unif-k7-r87.79-v117-c10271-S8090334669616583459_preprocessedi_features_preprocessed.txt
0,96.0,8428.0,96.0,8428.0,0.0,0.0,0.0,0.011390603000000001,0.311648247,0.677860907,0.14285714300000002,1.0,0.998924367,0.072916667,0.0,0.072916667,0.072916667,-0.0,0.0,0.0,0.0,0.0,0.072916667,0.040890986000000004,0.066563835,0.08032748,4.017235299,0.032663723,0.024083076000000002,0.0,0.11605723400000001,2.090869987,0.004611365,0.13012397,0.003084955,0.006051258,2.832280618,0.063241576,0.011271951,0.0,0.011271951,0.011271951,0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,2.0,0.0,2.0,2.0,-0.0,0.04,4346.4,0.023380738999999998,4254.0,4517.0,4517.0,4254.0,4409.0,4267.0,4285.0,32.894137651,0.009295143,32.538787024,33.324773079,33.324773079,32.538787024,33.181157721999995,32.650941257,32.775029171999996,2.0,0.065988216,0.708490891,0.00024365200000000002,0.21820747100000001,0.129325647,0.011046581000000001,0.09505471,0.027125279,0.057765593,7.493e-05,0.373521193,2.5354e-05,0.00015612200000000002,0.00010857799999999999,3.8489000000000004e-05,9.3942e-05,5.3511e-05,7.4428e-05,0.34,0.0,0.0,0.0,0.28125,0.28125,0.02,0.075921097,0.136320344,1.2013533570000001,0.0,0.4933687,0.44791666700000005,3.94,10.8498,0.258541,16.3366,0.184399,16.0,13.0,20.0,1.92523,0.275371,0.878116,0.0863782,2.04,10.6379,0.243532,16.2415,0.183434,16.0,13.0,20.0,1.66904,0.415271,0.873421,0.0862625,2.1,0.659956267,0.745404315,2.0,random_train_preprocessed/unif-k7-r87.79-v96-c8428-S8219156183752037364_preprocessedi_features_preprocessed.txt
0,159.0,13959.0,159.0,13959.0,0.0,0.0,0.02,0.011390501,0.312394461,0.681655855,0.14285714300000002,1.0,1.003251897,0.044025157,0.0,0.044025157,0.044025157,-0.0,0.0,0.0,0.0,-0.0,0.044025157,0.04227713599999999,0.039830933,0.049502113,4.2354948619999995,0.032646366,0.025115791000000002,0.0,0.125220459,2.1329529259999997,0.0026744990000000003,0.17217310800000002,0.001504406,0.004513217,3.150085652,0.060749337,0.011318861999999999,0.0,0.011318861999999999,0.011318861999999999,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.2,2.0,0.0,2.0,2.0,-0.0,0.12,4191.5,0.038596041,4017.0,4428.0,4428.0,4017.0,4428.0,4070.0,4251.0,48.340328332,0.019425936,46.961911875,49.495031616999995,49.495031616999995,46.961911875,49.495031616999995,48.085503686,48.818866148999994,1.98,0.065926822,0.741185388,0.000921313,0.238784524,0.13672845,0.009628417,0.09920782199999999,0.025612641000000002,0.05750144099999999,7.5586e-05,0.399866348,2.2124e-05,0.000175523,0.000120001,4.1048000000000004e-05,9.2967e-05,5.1056999999999996e-05,7.22e-05,0.56,0.0,0.0,0.0,0.037735849,0.22641509399999998,0.04,0.11626916699999999,0.12595031199999998,1.277851098,0.0,0.48099190799999997,0.477987421,30.86,16.3993,0.204776,26.5189,0.152617,26.0,22.0,32.0,1.73427,0.262934,0.870592,0.074641,2.1,16.5343,0.204218,26.5224,0.14623,26.0,22.0,31.0,1.45742,0.41,0.871493,0.066467,2.08,0.6340843979999999,0.741377911,2.0,random_train_preprocessed/unif-k7-r87.79-v159-c13959-S1553474720339832474_preprocessedi_features_preprocessed.txt
0,480.0,10136.0,480.0,10136.0,0.0,0.0,0.0,0.047355959,0.370757695,0.650408526,0.2,1.0,0.820170389,0.010416667,0.0,0.010416667,0.010416667,-0.0,0.0,0.0,0.0,0.0,0.010416667,0.094499235,0.007695343,0.01351618,3.664576103,0.08193365700000001,0.060076236,0.0,0.32038835,3.0210588260000004,0.001962888,0.23391976399999997,0.00039463300000000003,0.003255722,2.9253758760000004,0.188437253,0.027649385,0.063201834,0.022296764,0.033050513,0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,3.0,0.0,3.0,3.0,-0.0,0.22,131.6375,0.310861532,96.0,390.0,152.0,107.0,134.0,113.0,126.0,43.345663993,0.047754337,39.488,50.4,46.083333333,41.157894737,44.681034483000005,41.672727273,43.330708661,1.98,0.168757131,0.675249135,0.00022140400000000002,0.547756683,0.33645848100000003,0.034245379,0.24284011100000003,0.074760889,0.155784854,0.001926309,0.642618235,0.000222465,0.008096906999999999,0.003661895,0.000723182,0.002530132,0.001029315,0.00160364,0.14,0.0,0.0,0.0,0.00625,0.277083333,0.02,-512.0,0.0,0.0,0.0,0.0,0.0,60.62,33.3999,0.174358,93.857,0.0882669,94.0,84.0,104.0,1.2053,0.219606,0.859247,0.0412202,2.14,28.9744,0.171506,93.7071,0.080747,94.0,84.0,103.0,0.547775,0.405678,0.84521,0.0353337,2.22,0.49072335,0.611389295,2.0,random_train_preprocessed/unif-k5-r21.117-v480-c10136-S7034096995206564441_preprocessedi_features_preprocessed.txt
0,147.0,12905.0,147.0,12905.0,0.0,0.0,0.02,0.011390933999999998,0.31388719800000003,0.680031875,0.14285714300000002,1.0,1.006736031,0.047619048,0.0,0.047619048,0.047619048,-0.0,0.0,0.0,0.0,-0.0,0.047619048,0.038110265,0.04246416099999999,0.051685392999999996,4.20638443,0.030517142999999997,0.0247058,0.0,0.12121212099999999,2.040096024,0.002966735,0.137874691,0.001859744,0.003874467,2.959901195,0.062301434,0.011313443999999999,0.0,0.011313443999999999,0.011313443999999999,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.14,2.0,0.0,2.0,2.0,-0.0,0.12,4202.5,0.027087806000000002,4079.0,4337.0,4337.0,4079.0,4337.0,4101.0,4293.0,45.745259561000005,0.017195209,44.590587662,46.703712243000005,46.703712243000005,44.590587662,46.703712243000005,45.524148076,46.162590263,1.98,0.061732887,0.776723915,0.000356091,0.231526912,0.128731175,0.010786676,0.084725676,0.024469446000000002,0.049002488,7.4154e-05,0.392767188,2.9025e-05,0.000204141,0.000110879,4.3768000000000005e-05,8.953e-05,5.3658e-05,6.860899999999999e-05,0.54,0.0,0.0,0.0,0.034013605,0.231292517,0.06,0.102075955,0.13728607,1.2021596890000001,0.0,0.496983419,0.462585034,24.28,15.3992,0.208712,24.7082,0.156957,25.0,20.0,30.0,1.74625,0.262318,0.870568,0.0716525,2.1,15.455,0.215787,24.6482,0.154725,25.0,20.0,30.0,1.47593,0.408607,0.869977,0.0709227,2.08,0.638052505,0.747502557,2.0,random_train_preprocessed/unif-k7-r87.79-v147-c12905-S22120580586502415_preprocessedi_features_preprocessed.txt
0,520.0,10981.0,520.0,10981.0,0.0,0.0,0.0,0.047354521,0.374301065,0.653466622,0.2,1.0,0.830641291,0.009615385,0.0,0.009615385,0.009615385,-0.0,0.0,0.0,0.0,0.0,0.009615385,0.098163137,0.007103178000000001,0.012202896000000001,3.677480267,0.078466537,0.058982555,0.0,0.314285714,2.9812670239999997,0.001763536,0.21500317600000002,0.0009106639999999999,0.0030962570000000003,2.793271781,0.18340770399999998,0.026329044,0.068034888,0.020763136,0.030871505,0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,3.0,0.0,3.0,3.0,-0.0,0.28,118.416666667,0.26385228,77.0,269.0,136.0,95.0,124.0,103.0,112.0,44.600436283,0.051404184000000006,40.445454545,51.355,47.641891892,41.976744186,45.794392523,42.990909091000006,44.273684211,2.0,0.163274579,0.6837465359999999,0.000537778,0.534460413,0.32033707,0.030391269,0.237794175,0.06999264200000001,0.14471742699999998,0.001903675,0.685839304,0.000298678,0.008307173000000001,0.0036609140000000004,0.000647311,0.002346406,0.001040419,0.001551884,0.14,0.0,0.0,0.0,0.0,0.19807692300000002,0.04,-512.0,0.0,0.0,0.0,0.0,0.0,60.64,36.2056,0.170368,101.065,0.086337,101.0,91.0,112.0,1.18871,0.21916,0.85741,0.0409855,2.14,31.4871,0.174243,101.569,0.0802169,101.0,91.0,112.0,0.530842,0.430551,0.845592,0.0367315,2.24,0.488881985,0.6215334770000001,2.0,random_train_preprocessed/unif-k5-r21.117-v520-c10981-S9000971832226448723_preprocessedi_features_preprocessed.txt
0,225.0,9758.0,225.0,9758.0,0.0,0.0,0.02,0.023058004,0.31505773,0.833743769,0.0,1.0,1.1420606640000002,0.026666667,0.0,0.026666667,0.026666667,-0.0,0.0,0.0,0.0,-0.0,0.026666667,0.059671932000000004,0.022238163999999998,0.030539045,3.9371656410000004,0.050442365,0.039852403,0.0,0.18987341800000002,2.540484785,0.0029432259999999997,0.186126486,0.00163968,0.004509121,3.021572605,0.11037097800000001,0.022905422,0.003187755,0.022545604,0.022955523999999998,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,2.392857143,0.204101408,2.0,3.0,0.67000898,0.1,3808.4,0.012172497,3778.0,3900.0,3900.0,3778.0,3798.0,3779.0,3787.0,53.38405130100001,0.019196732,52.09817412,54.854102563999994,54.854102563999994,52.09817412,54.259873618,52.622022234,53.086083971,1.98,0.10299383599999999,0.746583742,0.000139544,0.35283196299999997,0.219484612,0.016801496000000003,0.14344302,0.041472259,0.089722396,0.00035429,0.501671547,0.00011211299999999999,0.001224242,0.00060834,0.00015638299999999998,0.00043268099999999997,0.000221797,0.000323907,0.22,0.0,0.0,0.0,0.026666667,0.257777778,0.02,0.130158023,0.131419159,1.225685759,0.0,0.479148995,0.488888889,54.76,19.537,0.197827,40.601,0.127171,40.0,34.0,47.0,1.49604,0.243921,0.865325,0.0569535,2.14,18.888,0.208187,40.6861,0.122361,41.0,34.0,47.0,1.02168,0.426106,0.860637,0.0558365,2.18,0.576574225,0.698245283,2.0,random_train_preprocessed/unif-k6-r43.37-v225-c9758-S2077098134338842159_preprocessedi_features_preprocessed.txt
